Empresa,Anio,Mes,Periodo,Segmento,Factura_Promedio_COP
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,12,2025-12,Estrato 2,10920296.15
VATIA S.A.S. E.S.P.,2025,12,2025-12,Estrato 2,97010.67
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,12,2025-12,Estrato 3,60558.42
AIR-E S.A.S. E.S.P.,2025,12,2025-12,Estrato 3,166720.36
BIA ENERGY S.A.S. E.S.P.,2025,12,2025-12,Estrato 3,1899384.32
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,12,2025-12,Estrato 3,224603.78
CELSIA COLOMBIA S.A. E.S.P.,2025,12,2025-12,Estrato 3,85272.16
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,12,2025-12,Estrato 3,153964.6
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,12,2025-12,Estrato 3,90540.8
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,12,2025-12,Estrato 3,91544.66
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,12,2025-12,Estrato 3,91412.4
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,12,2025-12,Estrato 3,96961.15
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,12,2025-12,Estrato 3,125669.18
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,12,2025-12,Estrato 3,138173.35
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,12,2025-12,Estrato 3,122367.83
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,12,2025-12,Estrato 3,109894.75
EMPRESA DE ENERGIA DE ARAUCA,2025,12,2025-12,Estrato 3,126561.5
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,12,2025-12,Estrato 3,75547.59
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,12,2025-12,Estrato 3,122153.67
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,12,2025-12,Estrato 3,181628.0
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,12,2025-12,Estrato 3,94820.63
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,12,2025-12,Estrato 3,95122.59
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,12,2025-12,Estrato 3,164580.45
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,12,2025-12,Estrato 3,152856.69
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,12,2025-12,Estrato 3,106469.85
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,12,2025-12,Estrato 3,110807.88
ENEL COLOMBIA S.A. E.S.P.,2025,12,2025-12,Estrato 3,101632.15
ENEL X COLOMBIA S.A.S. ESP,2025,12,2025-12,Estrato 3,2741351.0
ENERBIT S.A.S E.S.P.,2025,12,2025-12,Estrato 3,51516.5
ENERTOTAL S.A. E.S.P.,2025,12,2025-12,Estrato 3,0.0
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,2025,12,2025-12,Estrato 3,15370949.0
NEU ENERGY SAS ESP,2025,12,2025-12,Estrato 3,8983205.62
QI ENERGY SAS ESP,2025,12,2025-12,Estrato 3,313023.5
SOL & CIELO ENERGIA SAS ESP,2025,12,2025-12,Estrato 3,981336.0
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,12,2025-12,Estrato 3,19549351.8
VATIA S.A.S. E.S.P.,2025,12,2025-12,Estrato 3,158139.19
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,12,2025-12,Estrato 4,78360.41
AIR-E S.A.S. E.S.P.,2025,12,2025-12,Estrato 4,235865.06
BIA ENERGY S.A.S. E.S.P.,2025,12,2025-12,Estrato 4,1858795.68
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,12,2025-12,Estrato 4,314187.78
CELSIA COLOMBIA S.A. E.S.P.,2025,12,2025-12,Estrato 4,104197.91
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,12,2025-12,Estrato 4,202593.17
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,12,2025-12,Estrato 4,98842.88
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,12,2025-12,Estrato 4,96228.55
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,12,2025-12,Estrato 4,104704.64
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,12,2025-12,Estrato 4,99343.42
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,12,2025-12,Estrato 4,206489.6
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,12,2025-12,Estrato 4,208588.76
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,12,2025-12,Estrato 4,153358.26
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,12,2025-12,Estrato 4,128838.52
EMPRESA DE ENERGIA DE ARAUCA,2025,12,2025-12,Estrato 4,215134.82
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,12,2025-12,Estrato 4,69456.77
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,12,2025-12,Estrato 4,151020.72
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,12,2025-12,Estrato 4,88403.45
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,12,2025-12,Estrato 4,102934.01
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,12,2025-12,Estrato 4,230950.91
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,12,2025-12,Estrato 4,85833.51
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,12,2025-12,Estrato 4,103524.53
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,12,2025-12,Estrato 4,128436.92
ENEL COLOMBIA S.A. E.S.P.,2025,12,2025-12,Estrato 4,107805.97
ENERBIT S.A.S E.S.P.,2025,12,2025-12,Estrato 4,54181.75
ENERTOTAL S.A. E.S.P.,2025,12,2025-12,Estrato 4,0.0
NEU ENERGY SAS ESP,2025,12,2025-12,Estrato 4,8025901.53
QI ENERGY SAS ESP,2025,12,2025-12,Estrato 4,422187.26
SOL & CIELO ENERGIA SAS ESP,2025,12,2025-12,Estrato 4,948150.4
VATIA S.A.S. E.S.P.,2025,12,2025-12,Estrato 4,179287.44
AIR-E S.A.S. E.S.P.,2025,12,2025-12,Estrato 5,271181.41
BIA ENERGY S.A.S. E.S.P.,2025,12,2025-12,Estrato 5,552707.88
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,12,2025-12,Estrato 5,370644.29
CELSIA COLOMBIA S.A. E.S.P.,2025,12,2025-12,Estrato 5,148977.7
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,12,2025-12,Estrato 5,273689.62
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,12,2025-12,Estrato 5,103154.5
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,12,2025-12,Estrato 5,95664.41
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,12,2025-12,Estrato 5,122569.9
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,12,2025-12,Estrato 5,115876.83
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,12,2025-12,Estrato 5,279324.56
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,12,2025-12,Estrato 5,184932.22
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,12,2025-12,Estrato 5,144981.98
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,12,2025-12,Estrato 5,80881.51
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,12,2025-12,Estrato 5,270619.58
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,12,2025-12,Estrato 5,109916.08
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,12,2025-12,Estrato 5,139267.18
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,12,2025-12,Estrato 5,152078.73
ENEL COLOMBIA S.A. E.S.P.,2025,12,2025-12,Estrato 5,141042.01
ENEL X COLOMBIA S.A.S. ESP,2025,12,2025-12,Estrato 5,14931247.0
ENERBIT S.A.S E.S.P.,2025,12,2025-12,Estrato 5,77257.68
ENERTOTAL S.A. E.S.P.,2025,12,2025-12,Estrato 5,0.0
NEU ENERGY SAS ESP,2025,12,2025-12,Estrato 5,2329483.91
QI ENERGY SAS ESP,2025,12,2025-12,Estrato 5,154734.5
SOL & CIELO ENERGIA SAS ESP,2025,12,2025-12,Estrato 5,503980.0
VATIA S.A.S. E.S.P.,2025,12,2025-12,Estrato 5,227915.54
AIR-E S.A.S. E.S.P.,2025,12,2025-12,Estrato 6,376968.36
BIA ENERGY S.A.S. E.S.P.,2025,12,2025-12,Estrato 6,372295.91
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,12,2025-12,Estrato 6,548006.76
CELSIA COLOMBIA S.A. E.S.P.,2025,12,2025-12,Estrato 6,213843.23
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,12,2025-12,Estrato 6,316819.42
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,12,2025-12,Estrato 6,216327.74
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,12,2025-12,Estrato 6,109968.0
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,12,2025-12,Estrato 6,258737.67
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,12,2025-12,Estrato 6,153578.08
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,12,2025-12,Estrato 6,265269.61
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,12,2025-12,Estrato 6,246180.55
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,12,2025-12,Estrato 6,174107.37
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,12,2025-12,Estrato 6,150774.39
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,12,2025-12,Estrato 6,160554.5
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,12,2025-12,Estrato 6,252980.2
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,12,2025-12,Estrato 6,221328.36
ENEL COLOMBIA S.A. E.S.P.,2025,12,2025-12,Estrato 6,201347.23
ENERBIT S.A.S E.S.P.,2025,12,2025-12,Estrato 6,319244.56
ENERTOTAL S.A. E.S.P.,2025,12,2025-12,Estrato 6,0.0
NEU ENERGY SAS ESP,2025,12,2025-12,Estrato 6,1419508.36
QI ENERGY SAS ESP,2025,12,2025-12,Estrato 6,210125.5
SOL & CIELO ENERGIA SAS ESP,2025,12,2025-12,Estrato 6,912343.9
VATIA S.A.S. E.S.P.,2025,12,2025-12,Estrato 6,415125.52
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,12,2025-12,Total Residencial,60736.1
AIR-E S.A.S. E.S.P.,2025,12,2025-12,Total Residencial,203169.3
BIA ENERGY S.A.S. E.S.P.,2025,12,2025-12,Total Residencial,1818196.44
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,12,2025-12,Total Residencial,200533.94
CELSIA COLOMBIA S.A. E.S.P.,2025,12,2025-12,Total Residencial,86852.43
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,12,2025-12,Total Residencial,133614.11
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,12,2025-12,Total Residencial,81212.19
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,12,2025-12,Total Residencial,92360.1
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,12,2025-12,Total Residencial,92977.03
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,12,2025-12,Total Residencial,83811.07
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,12,2025-12,Total Residencial,97398.8
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,12,2025-12,Total Residencial,121885.95
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,12,2025-12,Total Residencial,115334.35
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,12,2025-12,Total Residencial,112527.31
EMPRESA DE ENERGIA DE ARAUCA,2025,12,2025-12,Total Residencial,85421.28
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,12,2025-12,Total Residencial,75768.43
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,12,2025-12,Total Residencial,106679.95
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,12,2025-12,Total Residencial,127087.47
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,12,2025-12,Total Residencial,84687.14
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,12,2025-12,Total Residencial,93437.96
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,12,2025-12,Total Residencial,125856.43
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,12,2025-12,Total Residencial,66936.07
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,12,2025-12,Total Residencial,116748.07
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,12,2025-12,Total Residencial,111008.02
ENEL COLOMBIA S.A. E.S.P.,2025,12,2025-12,Total Residencial,109722.07
ENEL X COLOMBIA S.A.S. ESP,2025,12,2025-12,Total Residencial,6853633.75
ENERBIT S.A.S E.S.P.,2025,12,2025-12,Total Residencial,66011.93
ENERTOTAL S.A. E.S.P.,2025,12,2025-12,Total Residencial,2992.65
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,2025,12,2025-12,Total Residencial,15370949.0
NEU ENERGY SAS ESP,2025,12,2025-12,Total Residencial,4449899.95
QI ENERGY SAS ESP,2025,12,2025-12,Total Residencial,378604.05
SOL & CIELO ENERGIA SAS ESP,2025,12,2025-12,Total Residencial,1163048.41
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,12,2025-12,Total Residencial,13317256.06
VATIA S.A.S. E.S.P.,2025,12,2025-12,Total Residencial,226674.46
AIR-E S.A.S. E.S.P.,2025,12,2025-12,Industrial,11108710.45
BIA ENERGY S.A.S. E.S.P.,2025,12,2025-12,Industrial,16227241.0
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,12,2025-12,Industrial,13081185.29
CELSIA COLOMBIA S.A. E.S.P.,2025,12,2025-12,Industrial,5638586.29
CEMEX ENERGY SAS ESP,2025,12,2025-12,Industrial,301067343.38
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,12,2025-12,Industrial,2564043.79
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,12,2025-12,Industrial,800742.83
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,12,2025-12,Industrial,2268205.46
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,12,2025-12,Industrial,3461256.3
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,12,2025-12,Industrial,1513138.72
DICELER S.A E.S.P.,2025,12,2025-12,Industrial,11807551.0
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,12,2025-12,Industrial,4815697.96
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,12,2025-12,Industrial,2835048.86
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,12,2025-12,Industrial,6362123.15
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,12,2025-12,Industrial,958662.82
EMPRESA DE ENERGIA DE ARAUCA,2025,12,2025-12,Industrial,3604470.53
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,12,2025-12,Industrial,2373135.21
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,12,2025-12,Industrial,4655601.64
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,12,2025-12,Industrial,972442.96
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,12,2025-12,Industrial,177020.82
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,12,2025-12,Industrial,1200762.1
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,12,2025-12,Industrial,2131929.33
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,12,2025-12,Industrial,9067367.04
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,12,2025-12,Industrial,6438908.95
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,12,2025-12,Industrial,7708434.53
ENEL COLOMBIA S.A. E.S.P.,2025,12,2025-12,Industrial,2469596.79
ENEL X COLOMBIA S.A.S. ESP,2025,12,2025-12,Industrial,27168987.05
ENERBIT S.A.S E.S.P.,2025,12,2025-12,Industrial,3036536.07
ENERTOTAL S.A. E.S.P.,2025,12,2025-12,Industrial,6028683.15
FRANCA ENERGIA SA ESP,2025,12,2025-12,Industrial,1282810135.0
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,2025,12,2025-12,Industrial,59526077.0
GAP ENERGY GROUP S.A.S ESP,2025,12,2025-12,Industrial,234461828.8
ISAGEN S.A. E.S.P.,2025,12,2025-12,Industrial,344367082.47
MESSER ENERGY SERVICES SAS ESP,2025,12,2025-12,Industrial,1785442113.0
NEU ENERGY SAS ESP,2025,12,2025-12,Industrial,13287070.08
QI ENERGY SAS ESP,2025,12,2025-12,Industrial,6014307.83
SOL & CIELO ENERGIA SAS ESP,2025,12,2025-12,Industrial,20762531.29
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,12,2025-12,Industrial,17024126.73
VATIA S.A.S. E.S.P.,2025,12,2025-12,Industrial,9466006.22
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,12,2025-12,Comercial,660746.98
AIR-E S.A.S. E.S.P.,2025,12,2025-12,Comercial,1011909.04
BIA ENERGY S.A.S. E.S.P.,2025,12,2025-12,Comercial,4246196.65
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,12,2025-12,Comercial,1070762.95
CELSIA COLOMBIA S.A. E.S.P.,2025,12,2025-12,Comercial,461982.58
CEMEX ENERGY SAS ESP,2025,12,2025-12,Comercial,25118086.0
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,12,2025-12,Comercial,449200.28
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,12,2025-12,Comercial,302428.78
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,12,2025-12,Comercial,391653.57
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,12,2025-12,Comercial,447637.86
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,12,2025-12,Comercial,292806.08
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,12,2025-12,Comercial,563368.74
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,12,2025-12,Comercial,553814.26
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,12,2025-12,Comercial,380726.23
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,12,2025-12,Comercial,430752.64
EMPRESA DE ENERGIA DE ARAUCA,2025,12,2025-12,Comercial,254538.67
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,12,2025-12,Comercial,267349.52
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,12,2025-12,Comercial,443965.52
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,12,2025-12,Comercial,384619.86
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,12,2025-12,Comercial,333560.05
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,12,2025-12,Comercial,382308.4
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,12,2025-12,Comercial,394884.67
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,12,2025-12,Comercial,2824404.76
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,12,2025-12,Comercial,835762.49
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,12,2025-12,Comercial,693289.83
ENEL COLOMBIA S.A. E.S.P.,2025,12,2025-12,Comercial,548386.55
ENEL X COLOMBIA S.A.S. ESP,2025,12,2025-12,Comercial,9565577.49
ENERBIT S.A.S E.S.P.,2025,12,2025-12,Comercial,2009338.73
ENERTOTAL S.A. E.S.P.,2025,12,2025-12,Comercial,604403.23
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,2025,12,2025-12,Comercial,61192649.5
ISAGEN S.A. E.S.P.,2025,12,2025-12,Comercial,322261900.06
MESSER ENERGY SERVICES SAS ESP,2025,12,2025-12,Comercial,18913505.0
NEU ENERGY SAS ESP,2025,12,2025-12,Comercial,6912796.33
QI ENERGY SAS ESP,2025,12,2025-12,Comercial,1699308.59
SOL & CIELO ENERGIA SAS ESP,2025,12,2025-12,Comercial,4508612.17
TERPEL ENERGIA S.A.S E.S.P,2025,12,2025-12,Comercial,23292263.06
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,12,2025-12,Comercial,10812470.02
VATIA S.A.S. E.S.P.,2025,12,2025-12,Comercial,3750567.8
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,12,2025-12,Oficial,1618124.0
AIR-E S.A.S. E.S.P.,2025,12,2025-12,Oficial,3357416.04
BIA ENERGY S.A.S. E.S.P.,2025,12,2025-12,Oficial,2995274.26
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,12,2025-12,Oficial,2560884.09
CELSIA COLOMBIA S.A. E.S.P.,2025,12,2025-12,Oficial,1503445.66
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,12,2025-12,Oficial,1382144.38
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,12,2025-12,Oficial,1024825.94
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,12,2025-12,Oficial,601283.67
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,12,2025-12,Oficial,2081392.36
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,12,2025-12,Oficial,699456.76
COREX ENERGY S.A.S. E.S.P.,2025,12,2025-12,Oficial,159091609.0
DICELER S.A E.S.P.,2025,12,2025-12,Oficial,2884429.77
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,12,2025-12,Oficial,2482896.03
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,12,2025-12,Oficial,1621472.52
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,12,2025-12,Oficial,2465202.86
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,12,2025-12,Oficial,1540442.16
EMPRESA DE ENERGIA DE ARAUCA,2025,12,2025-12,Oficial,2664265.86
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,12,2025-12,Oficial,716383.57
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,12,2025-12,Oficial,1804156.69
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,12,2025-12,Oficial,1210465.05
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,12,2025-12,Oficial,1842668.95
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,12,2025-12,Oficial,891829.08
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,12,2025-12,Oficial,2150580.16
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,12,2025-12,Oficial,467973.65
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,12,2025-12,Oficial,12856344.3
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,12,2025-12,Oficial,2847873.4
ENEL COLOMBIA S.A. E.S.P.,2025,12,2025-12,Oficial,3235633.22
ENEL X COLOMBIA S.A.S. ESP,2025,12,2025-12,Oficial,11744768.06
ENERTOTAL S.A. E.S.P.,2025,12,2025-12,Oficial,1810593.61
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,2025,12,2025-12,Oficial,16740400.0
NEU ENERGY SAS ESP,2025,12,2025-12,Oficial,10564221.3
QI ENERGY SAS ESP,2025,12,2025-12,Oficial,19954809.39
SOL & CIELO ENERGIA SAS ESP,2025,12,2025-12,Oficial,3076260.16
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,12,2025-12,Oficial,24214905.78
VATIA S.A.S. E.S.P.,2025,12,2025-12,Oficial,10291480.98
AIR-E S.A.S. E.S.P.,2025,12,2025-12,Otros,19777722.03
BIA ENERGY S.A.S. E.S.P.,2025,12,2025-12,Otros,200438.0
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,12,2025-12,Otros,40577910.23
CELSIA COLOMBIA S.A. E.S.P.,2025,12,2025-12,Otros,18425068.87
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,12,2025-12,Otros,951548.41
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,12,2025-12,Otros,2975204.78
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,12,2025-12,Otros,956073.41
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,12,2025-12,Otros,106033935.5
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,12,2025-12,Otros,15770221.52
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,12,2025-12,Otros,47281511.94
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,12,2025-12,Otros,1673133.59
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,12,2025-12,Otros,1483007.61
