Empresa,Anio,Mes,Periodo,Segmento,Factura_Promedio_COP
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,11,2025-11,Total Residencial,147597.55
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,11,2025-11,Total Residencial,82266.08
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,11,2025-11,Total Residencial,98964.61
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,11,2025-11,Total Residencial,97275.15
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,11,2025-11,Total Residencial,87376.05
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,11,2025-11,Total Residencial,100057.2
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,11,2025-11,Total Residencial,113208.42
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,11,2025-11,Total Residencial,115289.51
EMPRESA DE ENERGIA DE ARAUCA,2025,11,2025-11,Total Residencial,98619.4
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,11,2025-11,Total Residencial,83231.41
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,11,2025-11,Total Residencial,108276.5
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,11,2025-11,Total Residencial,80027.1
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,11,2025-11,Total Residencial,89046.67
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,11,2025-11,Total Residencial,123176.86
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,11,2025-11,Total Residencial,75654.4
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,11,2025-11,Total Residencial,65909.77
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,11,2025-11,Total Residencial,116394.86
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,11,2025-11,Total Residencial,114392.09
ENEL COLOMBIA S.A. E.S.P.,2025,11,2025-11,Total Residencial,107103.45
ENERBIT S.A.S E.S.P.,2025,11,2025-11,Total Residencial,105559.31
ENERTOTAL S.A. E.S.P.,2025,11,2025-11,Total Residencial,154858.3
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,2025,11,2025-11,Total Residencial,18208541.0
GREENYELLOW COMERCIALIZADORA SAS ESP,2025,11,2025-11,Total Residencial,32045453.0
NEU ENERGY SAS ESP,2025,11,2025-11,Total Residencial,4563169.17
QI ENERGY SAS ESP,2025,11,2025-11,Total Residencial,470897.36
RUITOQUE S.A. E.S.P.,2025,11,2025-11,Total Residencial,155367.52
SOL & CIELO ENERGIA SAS ESP,2025,11,2025-11,Total Residencial,594294.04
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,11,2025-11,Total Residencial,13621440.83
VATIA S.A.S. E.S.P.,2025,11,2025-11,Total Residencial,212796.91
AIR-E S.A.S. E.S.P.,2025,11,2025-11,Industrial,10004989.05
BIA ENERGY S.A.S. E.S.P.,2025,11,2025-11,Industrial,17501811.16
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,11,2025-11,Industrial,13930222.19
CELSIA COLOMBIA S.A. E.S.P.,2025,11,2025-11,Industrial,5754632.73
CEMEX ENERGY SAS ESP,2025,11,2025-11,Industrial,290974300.38
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,11,2025-11,Industrial,2562366.86
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,11,2025-11,Industrial,828744.19
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,11,2025-11,Industrial,2313736.9
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,11,2025-11,Industrial,3487997.01
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,11,2025-11,Industrial,1550730.51
DICELER S.A E.S.P.,2025,11,2025-11,Industrial,11909200.0
DRUMMOND POWER S.A.S .ES.P.,2025,11,2025-11,Industrial,245492.0
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,11,2025-11,Industrial,5192370.83
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,11,2025-11,Industrial,6445464.06
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,11,2025-11,Industrial,970103.85
EMPRESA DE ENERGIA DE ARAUCA,2025,11,2025-11,Industrial,4231680.39
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,11,2025-11,Industrial,2515863.81
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,11,2025-11,Industrial,4615674.11
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,11,2025-11,Industrial,194123.79
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,11,2025-11,Industrial,1226259.03
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,11,2025-11,Industrial,2135704.67
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,11,2025-11,Industrial,293750.06
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,11,2025-11,Industrial,9889933.42
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,11,2025-11,Industrial,6560228.52
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,11,2025-11,Industrial,8192809.55
ENEL COLOMBIA S.A. E.S.P.,2025,11,2025-11,Industrial,2617145.65
ENERBIT S.A.S E.S.P.,2025,11,2025-11,Industrial,5018107.02
ENERTOTAL S.A. E.S.P.,2025,11,2025-11,Industrial,7357136.5
FRANCA ENERGIA SA ESP,2025,11,2025-11,Industrial,1070435787.0
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,2025,11,2025-11,Industrial,65304083.46
GAP ENERGY GROUP S.A.S ESP,2025,11,2025-11,Industrial,253066199.2
GREENYELLOW COMERCIALIZADORA SAS ESP,2025,11,2025-11,Industrial,33331959.0
ISAGEN S.A. E.S.P.,2025,11,2025-11,Industrial,341246334.68
ITALCOL ENERGIA S.A. ESP.,2025,11,2025-11,Industrial,252633215.0
MESSER ENERGY SERVICES SAS ESP,2025,11,2025-11,Industrial,1799860181.0
NEU ENERGY SAS ESP,2025,11,2025-11,Industrial,14290752.69
QI ENERGY SAS ESP,2025,11,2025-11,Industrial,7134350.75
RUITOQUE S.A. E.S.P.,2025,11,2025-11,Industrial,59545370.76
SOL & CIELO ENERGIA SAS ESP,2025,11,2025-11,Industrial,10858266.93
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,11,2025-11,Industrial,17562183.36
VATIA S.A.S. E.S.P.,2025,11,2025-11,Industrial,9958715.1
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,11,2025-11,Comercial,556139.01
AIR-E S.A.S. E.S.P.,2025,11,2025-11,Comercial,1098880.24
BIA ENERGY S.A.S. E.S.P.,2025,11,2025-11,Comercial,4323331.53
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,11,2025-11,Comercial,1096584.97
CELSIA COLOMBIA S.A. E.S.P.,2025,11,2025-11,Comercial,534207.5
CEMEX ENERGY SAS ESP,2025,11,2025-11,Comercial,26154488.0
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,11,2025-11,Comercial,484465.62
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,11,2025-11,Comercial,298740.17
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,11,2025-11,Comercial,371525.29
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,11,2025-11,Comercial,474314.27
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,11,2025-11,Comercial,303977.1
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,11,2025-11,Comercial,576572.32
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,11,2025-11,Comercial,367696.31
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,11,2025-11,Comercial,444687.5
EMPRESA DE ENERGIA DE ARAUCA,2025,11,2025-11,Comercial,288728.63
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,11,2025-11,Comercial,285428.95
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,11,2025-11,Comercial,438266.66
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,11,2025-11,Comercial,274601.82
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,11,2025-11,Comercial,369112.3
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,11,2025-11,Comercial,380613.5
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,11,2025-11,Comercial,393765.98
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,11,2025-11,Comercial,3039112.61
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,11,2025-11,Comercial,833235.8
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,11,2025-11,Comercial,715348.92
ENEL COLOMBIA S.A. E.S.P.,2025,11,2025-11,Comercial,548554.94
ENERBIT S.A.S E.S.P.,2025,11,2025-11,Comercial,2191163.02
ENERTOTAL S.A. E.S.P.,2025,11,2025-11,Comercial,2199926.89
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,2025,11,2025-11,Comercial,64198718.17
GREENYELLOW COMERCIALIZADORA SAS ESP,2025,11,2025-11,Comercial,33660549.67
ISAGEN S.A. E.S.P.,2025,11,2025-11,Comercial,323716108.65
ITALCOL ENERGIA S.A. ESP.,2025,11,2025-11,Comercial,84893090.67
MESSER ENERGY SERVICES SAS ESP,2025,11,2025-11,Comercial,20278138.0
NEU ENERGY SAS ESP,2025,11,2025-11,Comercial,7101543.08
QI ENERGY SAS ESP,2025,11,2025-11,Comercial,2543823.59
RUITOQUE S.A. E.S.P.,2025,11,2025-11,Comercial,7498189.36
SOL & CIELO ENERGIA SAS ESP,2025,11,2025-11,Comercial,2222610.97
TERPEL ENERGIA S.A.S E.S.P,2025,11,2025-11,Comercial,25035124.56
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,11,2025-11,Comercial,11394139.0
VATIA S.A.S. E.S.P.,2025,11,2025-11,Comercial,3773084.42
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,11,2025-11,Oficial,1898433.0
AIR-E S.A.S. E.S.P.,2025,11,2025-11,Oficial,4181716.51
BIA ENERGY S.A.S. E.S.P.,2025,11,2025-11,Oficial,3056452.56
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,11,2025-11,Oficial,2676733.7
CELSIA COLOMBIA S.A. E.S.P.,2025,11,2025-11,Oficial,1717390.55
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,11,2025-11,Oficial,1626917.91
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,11,2025-11,Oficial,1006850.37
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,11,2025-11,Oficial,605333.54
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,11,2025-11,Oficial,2200216.98
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,11,2025-11,Oficial,645165.84
COREX ENERGY S.A.S. E.S.P.,2025,11,2025-11,Oficial,157910167.0
DICELER S.A E.S.P.,2025,11,2025-11,Oficial,3097002.79
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,11,2025-11,Oficial,2587956.88
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,11,2025-11,Oficial,2354765.84
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,11,2025-11,Oficial,1641887.98
EMPRESA DE ENERGIA DE ARAUCA,2025,11,2025-11,Oficial,2919532.05
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,11,2025-11,Oficial,774358.28
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,11,2025-11,Oficial,1741304.73
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,11,2025-11,Oficial,1850498.4
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,11,2025-11,Oficial,946290.46
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,11,2025-11,Oficial,2104700.16
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,11,2025-11,Oficial,1612175.13
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,11,2025-11,Oficial,484878.17
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,11,2025-11,Oficial,8434045.08
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,11,2025-11,Oficial,2911769.5
ENEL COLOMBIA S.A. E.S.P.,2025,11,2025-11,Oficial,3208920.64
ENERTOTAL S.A. E.S.P.,2025,11,2025-11,Oficial,7206928.56
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,2025,11,2025-11,Oficial,15728328.0
GREENYELLOW COMERCIALIZADORA SAS ESP,2025,11,2025-11,Oficial,33277004.0
ITALCOL ENERGIA S.A. ESP.,2025,11,2025-11,Oficial,639021189.0
NEU ENERGY SAS ESP,2025,11,2025-11,Oficial,9992046.37
QI ENERGY SAS ESP,2025,11,2025-11,Oficial,20936825.29
RUITOQUE S.A. E.S.P.,2025,11,2025-11,Oficial,60909629.86
SOL & CIELO ENERGIA SAS ESP,2025,11,2025-11,Oficial,1526309.03
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,11,2025-11,Oficial,25339330.11
VATIA S.A.S. E.S.P.,2025,11,2025-11,Oficial,10008721.98
AIR-E S.A.S. E.S.P.,2025,11,2025-11,Otros,22813089.96
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,11,2025-11,Otros,42754054.11
CELSIA COLOMBIA S.A. E.S.P.,2025,11,2025-11,Otros,17431249.33
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,11,2025-11,Otros,1320229.38
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,11,2025-11,Otros,3143654.74
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,11,2025-11,Otros,1033830.66
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,11,2025-11,Otros,111008529.25
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,11,2025-11,Otros,16367778.95
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,11,2025-11,Otros,49299771.31
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,11,2025-11,Otros,1573561.41
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,11,2025-11,Otros,6842132.41
EMPRESA DE ENERGIA DE ARAUCA,2025,11,2025-11,Otros,800263.89
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,11,2025-11,Otros,2159343.79
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,11,2025-11,Otros,4135465.97
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,11,2025-11,Otros,2991236.6
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,11,2025-11,Otros,2549919.51
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,11,2025-11,Otros,131795.33
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,11,2025-11,Otros,1670562.51
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,11,2025-11,Otros,948746598.38
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,11,2025-11,Otros,8663727.14
ENEL COLOMBIA S.A. E.S.P.,2025,11,2025-11,Otros,101468483.3
QI ENERGY SAS ESP,2025,11,2025-11,Otros,56006998.0
VATIA S.A.S. E.S.P.,2025,11,2025-11,Otros,4076287.62
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,11,2025-11,Total No Residencial,560400.26
AIR-E S.A.S. E.S.P.,2025,11,2025-11,Total No Residencial,1549533.41
BIA ENERGY S.A.S. E.S.P.,2025,11,2025-11,Total No Residencial,6819205.03
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,11,2025-11,Total No Residencial,1557375.78
CELSIA COLOMBIA S.A. E.S.P.,2025,11,2025-11,Total No Residencial,939835.54
CEMEX ENERGY SAS ESP,2025,11,2025-11,Total No Residencial,261549876.78
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,11,2025-11,Total No Residencial,651070.6
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,11,2025-11,Total No Residencial,435381.01
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,11,2025-11,Total No Residencial,463082.13
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,11,2025-11,Total No Residencial,775616.54
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,11,2025-11,Total No Residencial,456106.36
COREX ENERGY S.A.S. E.S.P.,2025,11,2025-11,Total No Residencial,157910167.0
DICELER S.A E.S.P.,2025,11,2025-11,Total No Residencial,3141378.92
DRUMMOND POWER S.A.S .ES.P.,2025,11,2025-11,Total No Residencial,245492.0
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,11,2025-11,Total No Residencial,848156.3
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,11,2025-11,Total No Residencial,586201.57
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,11,2025-11,Total No Residencial,578325.94
EMPRESA DE ENERGIA DE ARAUCA,2025,11,2025-11,Total No Residencial,559305.47
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,11,2025-11,Total No Residencial,457578.27
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,11,2025-11,Total No Residencial,664050.07
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,11,2025-11,Total No Residencial,424529.66
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,11,2025-11,Total No Residencial,496147.97
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,11,2025-11,Total No Residencial,575567.01
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,11,2025-11,Total No Residencial,588673.79
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,11,2025-11,Total No Residencial,3942294.73
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,11,2025-11,Total No Residencial,1355619.96
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,11,2025-11,Total No Residencial,1462366.27
ENEL COLOMBIA S.A. E.S.P.,2025,11,2025-11,Total No Residencial,892886.15
ENERBIT S.A.S E.S.P.,2025,11,2025-11,Total No Residencial,2414121.4
ENERTOTAL S.A. E.S.P.,2025,11,2025-11,Total No Residencial,3379876.63
FRANCA ENERGIA SA ESP,2025,11,2025-11,Total No Residencial,1070435787.0
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,2025,11,2025-11,Total No Residencial,63698142.11
GAP ENERGY GROUP S.A.S ESP,2025,11,2025-11,Total No Residencial,253066199.2
GREENYELLOW COMERCIALIZADORA SAS ESP,2025,11,2025-11,Total No Residencial,33611645.46
ISAGEN S.A. E.S.P.,2025,11,2025-11,Total No Residencial,339071051.16
ITALCOL ENERGIA S.A. ESP.,2025,11,2025-11,Total No Residencial,244844388.4
MESSER ENERGY SERVICES SAS ESP,2025,11,2025-11,Total No Residencial,910069159.5
NEU ENERGY SAS ESP,2025,11,2025-11,Total No Residencial,9075570.23
QI ENERGY SAS ESP,2025,11,2025-11,Total No Residencial,3422653.01
RUITOQUE S.A. E.S.P.,2025,11,2025-11,Total No Residencial,14407069.11
SOL & CIELO ENERGIA SAS ESP,2025,11,2025-11,Total No Residencial,2244785.74
TERPEL ENERGIA S.A.S E.S.P,2025,11,2025-11,Total No Residencial,25035124.56
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,11,2025-11,Total No Residencial,12366160.63
VATIA S.A.S. E.S.P.,2025,11,2025-11,Total No Residencial,4562598.44
AIR-E S.A.S. E.S.P.,2025,12,2025-12,Estrato 1,243851.56
BIA ENERGY S.A.S. E.S.P.,2025,12,2025-12,Estrato 1,1621140.6
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,12,2025-12,Estrato 1,190466.47
CELSIA COLOMBIA S.A. E.S.P.,2025,12,2025-12,Estrato 1,75559.82
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,12,2025-12,Estrato 1,105481.24
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,12,2025-12,Estrato 1,72810.14
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,12,2025-12,Estrato 1,87967.66
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,12,2025-12,Estrato 1,83517.56
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,12,2025-12,Estrato 1,73049.36
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,12,2025-12,Estrato 1,88898.97
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,12,2025-12,Estrato 1,98780.35
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,12,2025-12,Estrato 1,105284.55
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,12,2025-12,Estrato 1,104080.59
EMPRESA DE ENERGIA DE ARAUCA,2025,12,2025-12,Estrato 1,61257.31
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,12,2025-12,Estrato 1,72539.06
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,12,2025-12,Estrato 1,93337.81
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,12,2025-12,Estrato 1,116066.5
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,12,2025-12,Estrato 1,71524.87
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,12,2025-12,Estrato 1,82414.96
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,12,2025-12,Estrato 1,113358.9
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,12,2025-12,Estrato 1,31796.59
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,12,2025-12,Estrato 1,118599.49
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,12,2025-12,Estrato 1,94533.54
ENEL COLOMBIA S.A. E.S.P.,2025,12,2025-12,Estrato 1,99440.16
ENERBIT S.A.S E.S.P.,2025,12,2025-12,Estrato 1,51277.48
ENERTOTAL S.A. E.S.P.,2025,12,2025-12,Estrato 1,0.0
NEU ENERGY SAS ESP,2025,12,2025-12,Estrato 1,5838115.67
SOL & CIELO ENERGIA SAS ESP,2025,12,2025-12,Estrato 1,5426712.0
VATIA S.A.S. E.S.P.,2025,12,2025-12,Estrato 1,2093058.1
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,12,2025-12,Estrato 2,35002.58
AIR-E S.A.S. E.S.P.,2025,12,2025-12,Estrato 2,134334.07
BIA ENERGY S.A.S. E.S.P.,2025,12,2025-12,Estrato 2,4455231.26
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,12,2025-12,Estrato 2,181888.71
CELSIA COLOMBIA S.A. E.S.P.,2025,12,2025-12,Estrato 2,87856.76
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,12,2025-12,Estrato 2,135797.58
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,12,2025-12,Estrato 2,85481.74
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,12,2025-12,Estrato 2,91932.08
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,12,2025-12,Estrato 2,87950.98
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,12,2025-12,Estrato 2,83949.4
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,12,2025-12,Estrato 2,106471.3
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,12,2025-12,Estrato 2,123339.24
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,12,2025-12,Estrato 2,109887.5
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,12,2025-12,Estrato 2,107319.29
EMPRESA DE ENERGIA DE ARAUCA,2025,12,2025-12,Estrato 2,121961.06
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,12,2025-12,Estrato 2,77042.56
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,12,2025-12,Estrato 2,107631.1
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,12,2025-12,Estrato 2,145724.71
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,12,2025-12,Estrato 2,106171.66
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,12,2025-12,Estrato 2,90963.03
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,12,2025-12,Estrato 2,133903.77
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,12,2025-12,Estrato 2,64140.43
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,12,2025-12,Estrato 2,110081.84
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,12,2025-12,Estrato 2,102682.53
ENEL COLOMBIA S.A. E.S.P.,2025,12,2025-12,Estrato 2,110833.18
ENEL X COLOMBIA S.A.S. ESP,2025,12,2025-12,Estrato 2,4870968.5
ENERBIT S.A.S E.S.P.,2025,12,2025-12,Estrato 2,37810.6
ENERTOTAL S.A. E.S.P.,2025,12,2025-12,Estrato 2,24453.97
NEU ENERGY SAS ESP,2025,12,2025-12,Estrato 2,5250771.12
QI ENERGY SAS ESP,2025,12,2025-12,Estrato 2,194407.0
SOL & CIELO ENERGIA SAS ESP,2025,12,2025-12,Estrato 2,1478513.43
